Pager usage is off.
Output format is csv.
BEGIN
database_name,db_user,postgres_version,export_timestamp,transaction_read_only
tecdex_saas,postgres,"PostgreSQL 16.15 (Ubuntu 16.15-0ubuntu0.24.04.1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0, 64-bit",2026-09-08 11:33:24.082996+00,on
DBN05_EXPORT_SECTION standards
standard_code,display_name,family,description,is_active,created_at,updated_at
ISO27001,ISO/IEC 27001 Information security management,information_security,"Sistema de gestion de seguridad de la informacion basado en riesgos, activos, controles y tratamiento.",t,2026-05-06 18:00:36.670084+00,2026-06-09 18:36:43.622399+00
ISO42001,ISO/IEC 42001 Artificial intelligence management,ai_management,"Sistema de gestion para gobernanza, riesgos, supervision, transparencia y operacion responsable de sistemas de IA.",t,2026-05-06 18:00:36.670084+00,2026-05-06 18:00:36.670084+00
ISO9001,ISO 9001 Quality management,quality_management,"Sistema de gestion de calidad para procesos, cliente, proveedores, no conformidades y mejora.",t,2026-05-06 18:00:36.670084+00,2026-06-09 18:36:43.622399+00
DBN05_EXPORT_SECTION standard_versions
standard_version_id,standard_code,version_code,display_name,publication_status,certifiable,replaces_version,effective_from,transition_until,source_policy,notes,is_active
e97cee1b-e6a4-455e-b365-d84c84922aba,ISO27001,2022,ISO/IEC 27001:2022,published,t,,2022-10-25,,copyright_safe_summary,Version certificable vigente para SGSI.,t
fdf7c96d-6beb-4e63-b963-5905bf7b7850,ISO42001,2023,ISO/IEC 42001:2023,published,t,,2023-12-18,,copyright_safe_summary,Version usada por el producto para gestion responsable de sistemas de IA.,t
c863eac0-86f7-478c-860d-56c04fe4b524,ISO9001,2015,ISO 9001:2015,published,t,,2015-09-15,,copyright_safe_summary,Version certificable vigente para gestion de calidad en esta fase.,t
011fd602-7b95-4152-ad39-4172e3363e43,ISO9001,2026_FDIS,ISO 9001:2026 FDIS - preparacion de transicion,transition_prep,f,2015,,,copyright_safe_summary,Version FDIS/draft para preparacion. No reemplaza ISO 9001:2015 ni habilita certificacion final.,t
DBN05_EXPORT_SECTION controls_catalog
qa_control_id,qa_standard_code,clause,category,description,source_type,is_active,base_control_id,created_at,updated_at
4025d9d3-8d70-4fac-b09d-19e5c049d10b,ISO9001,2,Cláusula 2: Referencias :,No existen referencias normativas obligatorias.,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
ffc3fe9b-2759-4aa4-acf6-b3bf9572f7a7,ISO9001,3,Cláusula 3: Términos:,Se aplican los términos definidos en ISO 9000.,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
a11f69a5-1ebe-40eb-b734-c8753b2e7f17,ISO9001,4,Cláusula 4: Contexto:,Se define el alcance del SGC,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
da3c7271-4c2c-4e52-8e85-e060a96963ba,ISO9001,4,Cláusula 4: Contexto:,Se determinan necesidades y expectativas,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
e9ea963e-3a7c-4714-b88c-f0003e896f8e,ISO9001,4,Cláusula 4: Contexto:,Se documentan procesos e interacción,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
f9cadf35-c435-476a-bcd5-afebe36defb2,ISO9001,4,Cláusula 4: Contexto:,Se identifican partes interesadas,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
52d8a76a-a643-43ec-8a3f-c0bf64cbdf68,ISO9001,5,Cláusula 5: Liderazgo:,Enfoque al cliente,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
a698cc97-f5ba-4e17-a701-8e71d0b055f7,ISO9001,5,Cláusula 5: Liderazgo:,Existe política de calidad,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
e5cb4eea-b780-4201-8e6f-f48c59727e16,ISO9001,5,Cláusula 5: Liderazgo:,Roles definidos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
f008d7d3-1b6b-40fc-9d6d-f5b7b1e0b024,ISO9001,5,Cláusula 5: Liderazgo:,Alta dirección comprometida,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
066bb312-339f-422d-9cb1-94faaf29ed73,ISO9001,6,Cláusula 6: Planificación :,Objetivos de calidad,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
06d0dc9d-7229-4643-b0e5-81419e14f533,ISO9001,6,Cláusula 6: Planificación :,Control de cambios,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
aa11563a-75b7-42e1-a450-2fb70ed00c1e,ISO9001,6,Cláusula 6: Planificación :,Acciones para riesgos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
d9c6a0f8-a80b-4080-9b8f-46cfbdbcfc1b,ISO9001,6,Cláusula 6: Planificación :,Identificación de riesgos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
0122ea5a-900e-4a44-a593-fc3ea2fcd4a7,ISO9001,7,Cláusula 7: Apoyo :,Recursos disponibles,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
2d705f4d-effc-4f24-8d64-e89e6d4c9d7a,ISO9001,7,Cláusula 7: Apoyo :,Competencias evaluadas,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
6551859f-fbab-4321-9a76-3f52891268ef,ISO9001,7,Cláusula 7: Apoyo :,Control documental,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
71e45de6-b5af-480b-8d68-c8f458e286ed,ISO9001,7,Cláusula 7: Apoyo :,Capacitación,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
c1dcfe75-d457-42fc-a160-53353313f5d6,ISO9001,7,Cláusula 7: Apoyo :,Comunicación interna,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
79d42314-46fa-4506-bc8c-f3b2f9a48d1e,ISO9001,8,Cláusula 8: Operación :,Control proveedores,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
c41e97c6-83b4-446a-849e-5621cf40b59e,ISO9001,8,Cláusula 8: Operación :,Trazabilidad,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
c65ddca8-b85e-4936-ae3d-cc01aa4f14e9,ISO9001,8,Cláusula 8: Operación :,Control operacional,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
da75ae52-b948-4ddb-a6f0-590d6ad77a1e,ISO9001,8,Cláusula 8: Operación :,Revisión requisitos cliente,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
f649bac8-9ef4-4435-bf39-27c58b1721d1,ISO9001,8,Cláusula 8: Operación :,Control no conformidades,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
1157f515-8aff-4675-b0ba-6816468eb446,ISO9001,9,Transversal,Enfoque basado en procesos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
34a2c0fc-332c-43a3-b5de-aba7acdb4dc0,ISO9001,9,Cláusula 9: Evaluación :,Auditorías internas,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
34a50a3e-f251-4725-932e-db238ebe1ceb,ISO9001,9,Cláusula 9: Evaluación :,Revisión dirección,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
3f627eed-3bdc-45ae-a5f0-7d119a8f5f8c,ISO9001,9,Transversal,Enfoque basado en riesgos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
4c5a970c-0859-475f-9152-8ea2d5c0c259,ISO9001,9,Cláusula 9: Evaluación :,Monitoreo procesos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
8a599d11-6778-4a29-84fd-5247c99e5be1,ISO9001,9,Transversal,Evidencia objetiva,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
a411fb6d-da76-4954-8b44-b3654c3d4a8b,ISO9001,9,Transversal,KPIs definidos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
b38c25ff-daee-4491-a605-d944f9f2151b,ISO9001,9,Transversal,Trazabilidad documental,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
fddbe69a-0587-4af5-94da-e366f35bcc40,ISO9001,9,Cláusula 9: Evaluación :,Satisfacción cliente,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
16c2a525-fdde-479d-8af7-198e994fc9fa,ISO9001,GENERAL,General,Procesos documentados,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
240cced0-85d8-486a-8663-74791eeb4d66,ISO9001,GENERAL,General,Gestión de reclamos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
2b133239-0722-4e27-8749-df79b2d9bb25,ISO9001,GENERAL,General,Se controlan proveedores,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
34193a55-96cd-4a45-ba89-2758de180651,ISO9001,GENERAL,General,Se gestionan riesgos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
7e3a35db-9278-48a5-b794-12845818af37,ISO9001,GENERAL,General,Medición de satisfacción del cliente,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
87b594af-023f-4b73-a8bf-91beb8badb79,ISO9001,GENERAL,General,Se mide satisfacción del cliente,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
93653d60-e557-4bae-b895-89e1280e519d,ISO9001,GENERAL,General,Se definen responsabilidades,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
bf78de00-aef4-46e4-a83a-27bcdfa80027,ISO9001,GENERAL,General,Se documentan procesos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
c0546d55-9899-4c23-92b4-443cd60a6102,ISO9001,GENERAL,General,Mejora continua,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
c9a9a442-c504-445d-ae76-f80129815b67,ISO9001,GENERAL,General,Se mejora continuamente,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
d00a7109-f863-415d-b406-def59be20b87,ISO9001,GENERAL,General,Existe política de calidad,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
d0c2e03d-46f8-4014-9192-02f202a81b74,ISO9001,GENERAL,General,Indicadores definidos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
d5f33396-31ce-40ab-aa3d-c0abd43af216,ISO9001,GENERAL,General,Se realizan auditorías internas,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
db6b6615-a3c6-4588-a80d-7f0b2257d89c,ISO9001,GENERAL,General,Se controlan procesos,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
fae19968-c66b-4e09-a2bd-d14cb6a82584,ISO9001,GENERAL,General,Se gestionan no conformidades,generic,t,,2026-04-14 13:29:26.168807,2026-04-14 13:29:26.168807
DBN05_EXPORT_SECTION control_standard_mappings
qa_control_id,qa_catalog_standard_code,mapped_standard_code,mapped_clause,is_primary,created_at,updated_at
1d4fe8ec-edc5-49be-9a90-b44eff8744c8,ISO27001,ISO27001,1,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
3cc182db-77f1-42cb-abf5-bff7389d0c23,ISO27001,ISO27001,1,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
ecd01ba2-6eff-42ca-8763-66db394a3c98,ISO27001,ISO27001,1,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
f171ebed-c5e5-4e75-ae33-b99ca46854bf,ISO27001,ISO27001,1,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
dcf93152-ef9a-4e1f-915c-173b2ead81e2,ISO27001,ISO27001,2,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
ee704963-a4fc-4019-a980-3d783ff45c1e,ISO27001,ISO27001,3,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
b561b55f-18b0-41a7-bec8-13dd089977af,ISO27001,ISO27001,4,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
ce2a2990-1397-4237-b1d9-ad4a44daa635,ISO27001,ISO27001,4,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
cf5ac1f4-1046-4aa5-9520-ec0bcd2aafbf,ISO27001,ISO27001,4,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
db8f68e8-b2ad-4a4b-91e5-e6bfee706ee1,ISO27001,ISO27001,4,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
11c814cd-eab8-40f1-baa3-fc107c0addc0,ISO27001,ISO27001,5,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
94dbf6a8-e9dd-4381-8143-7c4e91b1c66a,ISO27001,ISO27001,5,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
d40dca18-a2f9-4d3f-93ab-68d4d8848832,ISO27001,ISO27001,5,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
f99c4524-09ad-4fce-b2c8-09bbe5da6751,ISO27001,ISO27001,5,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
361b92c2-c87a-4315-aab7-94fe193f6599,ISO27001,ISO27001,6,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
5c7c79e3-db38-4028-846b-377fd5352553,ISO27001,ISO27001,6,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
7b0f7218-dbea-4c69-ad78-977a964b277f,ISO27001,ISO27001,6,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
d7a2ed69-1e63-421c-9fe0-6c60e359495a,ISO27001,ISO27001,6,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
7ad9ff15-c1eb-4c25-b051-f650b020ddad,ISO27001,ISO27001,7,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
9c364889-d18c-4c7f-b5b9-80f274bbba1b,ISO27001,ISO27001,7,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
acb49a5a-6cc3-4fb4-8810-8dd443a1940c,ISO27001,ISO27001,7,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
ba7dab13-2b09-47b6-8460-4a616c239946,ISO27001,ISO27001,7,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
3c72fe8e-4584-4b29-add3-dc1d6bf60ba1,ISO27001,ISO27001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
4ea5d324-dd60-413e-bb80-185ce1799852,ISO27001,ISO27001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
8dbb3952-60bb-4541-abb7-89935e500b5e,ISO27001,ISO27001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
adc07ce9-8281-46a5-88ab-7db6ab83abfb,ISO27001,ISO27001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
ba3c38f6-34a0-4597-8f0f-a08eb4b85e90,ISO27001,ISO27001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
1093e8ed-44d2-47b6-bb98-44bc00b85905,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
1b9d7810-b084-43b3-81ad-c3b7492adf33,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
2070f8f1-5796-4e68-8320-e9688b7f44e3,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
6e7f1df2-8def-489c-983c-a1741677df4b,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
7acdad44-28d2-4c69-ab85-0713dad8b7d9,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
804654f5-4fe9-4e4f-b1f4-b3b8c25d83ec,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
96cd2a9e-f7a7-41ea-b9f0-003b2b500531,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
984b450b-f0dd-4c1e-b71c-7d014673dc80,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
9c925425-7bb7-4149-8290-879509368285,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
da4aa13d-b5a9-4c61-ada0-b4c9389ec3e6,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
ea171534-cba0-4b14-aed1-4aac1cd18794,ISO27001,ISO27001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
02e946e5-01ab-482b-ba8d-725f3508a2f9,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
0d6f78dd-fd45-44ab-8eec-c631c7aa24e4,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
1a0541bd-7ce5-454b-930c-671d19d2d08b,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
375b2d5e-917b-411f-afa5-c871539d8887,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
667f9b78-138c-41b3-845b-d8fdfcb725b0,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
67e67e4e-5b0f-49a7-ba96-89b4f34b83cd,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.370307
6c144c5a-228e-4410-88da-3443b60b10e9,ISO27001,ISO27001,GENERAL,t,2026-05-06 23:33:25.268551,2026-05-06 23:33:25.268551
6fc96414-f6ba-4346-9c8c-98521ae1291c,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
a8707ef7-3d39-4631-97c0-2b6d16c319b4,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
adafe2a5-7ac4-42e6-8b1b-898cd298985c,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
c8fedda5-3837-41ca-ab48-6f6308b29523,ISO27001,ISO27001,GENERAL,t,2026-05-06 23:28:42.370307,2026-05-06 23:28:42.370307
ea335994-c2b5-498c-8673-e2510c460c49,ISO27001,ISO27001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
9c0ac7bd-877a-4e81-a589-cfba65be2874,ISO42001,ISO42001,AIMS-CTX-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
672825d8-a867-4f7f-8dc4-c1ad799863b0,ISO42001,ISO42001,AIMS-EVL-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
b13a5300-df88-478c-9f89-c9042c609da5,ISO42001,ISO42001,AIMS-EVL-02,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
a3da8cfa-deb7-4da0-ad44-38101360406b,ISO42001,ISO42001,AIMS-IMP-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
149e545a-4057-4e29-84c4-b62ec0357bdd,ISO42001,ISO42001,AIMS-LDR-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
d399343c-25a8-425b-a409-4d284babbb69,ISO42001,ISO42001,AIMS-LDR-02,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
16b1e93a-5009-431f-82f8-992bf50b69c6,ISO42001,ISO42001,AIMS-OPS-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
fd68b23b-f26c-4e31-8110-e5ce3daa5fcf,ISO42001,ISO42001,AIMS-OPS-02,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
23012c91-7658-4a0f-8ba5-f086fa24e5b5,ISO42001,ISO42001,AIMS-OPS-03,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
95bf7557-c763-4050-8711-69193e42abd8,ISO42001,ISO42001,AIMS-OPS-04,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
109a9a71-cf00-4a7d-91ef-9cc0aff62df2,ISO42001,ISO42001,AIMS-OPS-05,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
7ceff11d-1e39-466a-88ee-8bcf4fc83b6a,ISO42001,ISO42001,AIMS-OPS-06,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
73c14eb0-ca97-4433-98f6-5d883ed45021,ISO42001,ISO42001,AIMS-OPS-07,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
98373d2d-ef00-4261-810f-9cd460051c41,ISO42001,ISO42001,AIMS-PLN-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
a68108b5-4112-4503-9034-e957e7b38063,ISO42001,ISO42001,AIMS-PLN-02,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
71e59b07-9727-4bcc-9e9b-d6741b570342,ISO42001,ISO42001,AIMS-SUP-01,t,2026-05-06 23:28:42.435794,2026-05-06 23:28:42.435794
2af6acb9-47fb-4a61-bd3b-e44e76e92c45,ISO9001,ISO9001,1,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
48934add-d16a-42f8-84f3-51a507766a5e,ISO9001,ISO9001,1,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
bc31ec8c-64fb-42c7-8cd0-eedef5094632,ISO9001,ISO9001,1,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
ed1e0845-c6a0-4539-a766-a70448beffdf,ISO9001,ISO9001,1,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
4025d9d3-8d70-4fac-b09d-19e5c049d10b,ISO9001,ISO9001,2,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
ffc3fe9b-2759-4aa4-acf6-b3bf9572f7a7,ISO9001,ISO9001,3,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
a11f69a5-1ebe-40eb-b734-c8753b2e7f17,ISO9001,ISO9001,4,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
da3c7271-4c2c-4e52-8e85-e060a96963ba,ISO9001,ISO9001,4,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
e9ea963e-3a7c-4714-b88c-f0003e896f8e,ISO9001,ISO9001,4,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
f9cadf35-c435-476a-bcd5-afebe36defb2,ISO9001,ISO9001,4,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
52d8a76a-a643-43ec-8a3f-c0bf64cbdf68,ISO9001,ISO9001,5,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
a698cc97-f5ba-4e17-a701-8e71d0b055f7,ISO9001,ISO9001,5,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
e5cb4eea-b780-4201-8e6f-f48c59727e16,ISO9001,ISO9001,5,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
f008d7d3-1b6b-40fc-9d6d-f5b7b1e0b024,ISO9001,ISO9001,5,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
066bb312-339f-422d-9cb1-94faaf29ed73,ISO9001,ISO9001,6,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
06d0dc9d-7229-4643-b0e5-81419e14f533,ISO9001,ISO9001,6,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
aa11563a-75b7-42e1-a450-2fb70ed00c1e,ISO9001,ISO9001,6,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
d9c6a0f8-a80b-4080-9b8f-46cfbdbcfc1b,ISO9001,ISO9001,6,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
0122ea5a-900e-4a44-a593-fc3ea2fcd4a7,ISO9001,ISO9001,7,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
2d705f4d-effc-4f24-8d64-e89e6d4c9d7a,ISO9001,ISO9001,7,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
6551859f-fbab-4321-9a76-3f52891268ef,ISO9001,ISO9001,7,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
71e45de6-b5af-480b-8d68-c8f458e286ed,ISO9001,ISO9001,7,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
c1dcfe75-d457-42fc-a160-53353313f5d6,ISO9001,ISO9001,7,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
79d42314-46fa-4506-bc8c-f3b2f9a48d1e,ISO9001,ISO9001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
c41e97c6-83b4-446a-849e-5621cf40b59e,ISO9001,ISO9001,8,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
c65ddca8-b85e-4936-ae3d-cc01aa4f14e9,ISO9001,ISO9001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
da75ae52-b948-4ddb-a6f0-590d6ad77a1e,ISO9001,ISO9001,8,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
f649bac8-9ef4-4435-bf39-27c58b1721d1,ISO9001,ISO9001,8,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
1157f515-8aff-4675-b0ba-6816468eb446,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
34a2c0fc-332c-43a3-b5de-aba7acdb4dc0,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
34a50a3e-f251-4725-932e-db238ebe1ceb,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
3f627eed-3bdc-45ae-a5f0-7d119a8f5f8c,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
4c5a970c-0859-475f-9152-8ea2d5c0c259,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-05-06 23:28:42.263077
8a599d11-6778-4a29-84fd-5247c99e5be1,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
a411fb6d-da76-4954-8b44-b3654c3d4a8b,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
b38c25ff-daee-4491-a605-d944f9f2151b,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
fddbe69a-0587-4af5-94da-e366f35bcc40,ISO9001,ISO9001,9,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
16c2a525-fdde-479d-8af7-198e994fc9fa,ISO9001,ISO9001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
240cced0-85d8-486a-8663-74791eeb4d66,ISO9001,ISO9001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
2b133239-0722-4e27-8749-df79b2d9bb25,ISO9001,ISO9001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
34193a55-96cd-4a45-ba89-2758de180651,ISO9001,ISO9001,GENERAL,t,2026-04-22 18:05:44.47418,2026-04-22 18:05:44.47418
