tenant_id,capability_key,enabled,read_only,source,module_key,required_permission,effective_from,effective_until
76c44a0e-6041-8bda-99c7-b740fccea001,metrics.methodology.review,t,f,plan,metrics_bi,metrics.validate,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,metrics.snapshots.publish,t,f,plan,metrics_bi,metrics.measure,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.docx,t,f,plan,report_studio,reports.generate,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.pdf,t,f,plan,report_studio,reports.generate,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.scheduled,t,f,plan,report_studio,reports.schedule,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.studio,t,f,plan,report_studio,reports.read,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.xlsx,t,f,plan,report_studio,reports.generate,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reports.premium,t,f,plan,premium_reports,grc.export.generate,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,risk.quantitative,t,f,plan,risk_manager,commercial.entitlement.read,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,surveys.engine,t,f,plan,surveys_assessments,surveys.read,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,tprm.suppliers,t,f,plan,integrated_grc,commercial.entitlement.read,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,workpapers.audit,t,f,plan,audit_workpapers,commercial.entitlement.read,2026-08-03 19:59:18.231419+00,
