tenant_id,capability_key,module_key,required_permission,enabled,read_only,source,effective_from,effective_until
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.docx,report_studio,reports.generate,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.pdf,report_studio,reports.generate,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.scheduled,report_studio,reports.schedule,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.studio,report_studio,reports.read,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reporting.xlsx,report_studio,reports.generate,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,reports.premium,premium_reports,grc.export.generate,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,risk.quantitative,risk_manager,commercial.entitlement.read,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,surveys.engine,surveys_assessments,surveys.read,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,tprm.suppliers,integrated_grc,commercial.entitlement.read,t,f,plan,2026-08-03 19:59:18.231419+00,
76c44a0e-6041-8bda-99c7-b740fccea001,workpapers.audit,audit_workpapers,commercial.entitlement.read,t,f,plan,2026-08-03 19:59:18.231419+00,
